Name,  Meaning,Gender
Manini,   Self respected; A lady,F
Maniratna,   Diamond,F
Manisha,   Goddess of mind; Desire; Wish,F
Manishika,   Intelligence,F
Manisi,   Desired by heart,F
Manisila,   A jewelled stone,F
Manisita,   Wisdom,F
Manisitha,   Wisdom,F
Manita,   Honoured,F
Manitha,   Honoured,F
Maniya,   A glass bead,F
Manjari,   The sacred basil; Blossom; A bunch; Bud of a Mango Tree,F
Manjinder,   Warrior God,F
Manjira,   Ankle-bells,F
Manjista,   Extremely,F
Manjistha,   Extremely,F
Manju,   Pleasant; Snow; Dew drops; Sweet,F
Manjubala,   Beautiful Girl; A sweet Girl,F
Manjula,   Lovely; Soft; Charming; Melodious; Sweet,F
Manjulika,   A sweet Girl,F
Manjuri,   Love,F
Manjusha,   Treasure chest; A box; With a Sweet Voice,F
Manjushri,   Goddess Laxmi; Sweet lustre,F
Manjusri,   Saraswati,F
Manjyot,   Light of the mind,F
Manmayi,   Jealous; Sri Radha,F
Manna,   Heavenly,F
Mannat,   Wish,F
Manodhini,   One who understands everything,F
Manoja,   Born of the mind,F
Manorama,   Attractive; Beautiful,F
Manoritha,   Of the mind,F
Mansha,   Wish,F
Mansi,   Woman,F
Manthika,   Thoughtful,F
Mantika,   Thoughtful,F
Mantra,   Hymns; Holy chants,F
Manushri,   Lakshmi,F
Manya,   Worthy of honour,F
Maraam,   Aspiration,F
Marala,   Swan,F
Marcia,   Martial One,F
Margarite,   A Pearl,F
Margi,   Traveller,F
Maria,   See Mary,F
Marichi,   Name of a star,F
Marichika,   Mirage; Ray,F
Marisa,   Mother of Daksa,F
Marisha,   Of the sea,F
Markandeya,   A devotee to Lord Shiva,F
Marsha,   Respectable,F
Marta,   Lady,F
Marudham,   From the lush green fields,F
Maruff,   Famous; Known; Noted; Celebrated,F
Marushika,   Born with blessings of Lord Shiva,F
Marusiha,   Blessings of lord siva,F
Marvi,   Beauty redefined,F
Mary,   Lady,F
Marya,   Mark; Limit,F
Maryam,   Name of Mother of Jesus,F
Masara,   Emerald,F
Masilmani,   Pure; Without any blemishes,F
Masum,   Innocent,F
Masumi,   Innocence,F
Matangi,   A Devi; Durga,F
Mateah,   Honoured; Desired; Liked,F
Matilda,   Battle Maiden,F
Matrika,   Mother; Name of goddess,F
Mauni,   Quiet; Silent,F
Mausam,   Season,F
Mausami,   Seasonal,F
Maushmi,   Monsoon wind,F
Mausumi,   Beauty; Monsoon wind,F
Mawiya,   Old Arabic name,F
May,   Old Arabic name,F
Maya,   Illusion; Durga,F
Mayil,   Full of grace; Like a peacock,F
Mayra,   Beloved,F
Maysaa,   To walk with a swinging gait,F
Maysoon,   Of beautiful face and body,F
Mayukha,   Lustre,F
Mayukhi,   Peahen,F
Mayura,   Illusion,F
Mayurakhsi,   Eye of the peackock,F
Mayuri,   Peahen,F
Mayurika,   Baby peahen,F
Mayyada,   To walk with a swinging gait,F
Meceka,   Gem; Cloud,F
Medha,   Intellect; Goddess Saraswati; Wisdom,F
Medhani,   Of intelligence,F
Medhavi,   Cleaver,F
Medhya,   Mighty; Clean; Fresh,F
Medini,   The earth,F
Meena,   Precious stone; Fish,F
Meenakshi,   Eye; One with fish shaped eyes; Parvati,F
Meenal,   Precious Gem,F
Meenu,   Girl with fish eyes,F
Meera,   A devotee of Krishna,F
Meeraja,   Combination of Meenakshi and Natrajan,F
Meeta,   Friend,F
Meeza,   Quarter moon,F
Megan,   See Margaret,F
Megha,   Cloud; Rain,F
Meghamala,   Array of clouds,F
Meghana,   Cloud; Rain,F
Meghavini,   Intelligence,F
Meghna,   Riner ganges,F
Meha,   Intelligent; Rain,F
Mehak,   Sweet Smell; Aura; Fragrance,F
Mehal,   Cloud,F
Mehar,   God's mehar; Good wishes,F
Mehbooba,   Beloved,F
Meher,   Benevolence,F
Mehlaka,   Chand ki raah,F
Mehrunissa,   Benevolent,F
Mehul,   Cloud; Rain,F
Mehuli,   A small rain cloud,F
Mekhala,   Slope of a mountain; Belt; Girdle,F
Mela,   Religious gathering,F
Melanie,   Dark skinned,F
Melba,   Soft or slender,F
Melinda,   Combination of melanie and linda,F
Melissa,   Honey bee,F
Melosa,   Sweet or gentle,F
Mena,   Wife of the Himalayas; Female parrot,F
Menaha,   Celestial damsel,F
Menaja,   Goddesss Parvati,F
Menaka,   A celestial dancer,F
Menita,   Wise,F
Menitha,   Wise,F
Menmoli,   Speaks kindly,F
Merlyn,   Small Falcon,F
Mesha,   Ram; Born under the sign of Aries,F
Metali,   Friendship,F
Mia,   Beauty,F
Mihika,   Mist; Fog,F
Mihira,   Feminine form of Mihir- The Sun,F
Mika,   Little raccoon,F
Mikel,   Jusy aname,F
Milana,   Union,F
Miley,   Very attractive,F
Mili,   A meeting; To find,F
Milika,   Desiring union,F
Milonee,   Melodious,F
Mimi,   Unwavering Protector,F
Mina,   Fish; Jewel,F
Minakshi,   Fish eyes,F
Minal,   A precious stone,F
Minati,   Prayer,F
Mingu,   Illusion,F
Mini,   Small,F
Minimol,   Small daughter,F
Minnoli,   Brilliant like lightning,F
Minu,   A Gem; Precoius stone,F
Minza,   Star,F
Mira,   Lord Krishna's devotee,F
Miraya,   Lord Krishna's devotee,F
Mirium,   Wished-for child,F
Misari,   Sweest,F
Misha,   Smile,F
Misheeta,   Laxmi,F
Mishika,   Gift of love,F
Mishka,   Gift of love,F
Mishti,   Sweet person,F
Misri,   Sweet,F
Mita,   A friend,F
Mitali,   Friendship,F
Mithi,   Truthful,F
Mithra,   Friend,F
Mitravinda,   Possessor of friends,F
Mittali,   Friendship,F
Mohana,   Attractive; Charming,F
Mohini,   Most beautiful; Bewitching,F
Mohisha,   Intellect,F
Mohit,   Attracted,F
Mohita,   Attracted,F
Mohitha,   Infatuated,F
Moksha,   Salvation,F
Moksin,   Free,F
Molina,   Tree that grows from root,F
Mona,   Just One,F
Monal,   Bird,F
Monalisa,   Noble,F
Moni,   Beautiful,F
Monica,   A wise counsellor,F
Monish,   Good,F
Monisha,   Lord Krishna,F
Morena,   Little Mary,F
Moubani,   A flower,F
Moukthika,   Goddess Lakshmi,F
Mouli,   Sacred thread,F
Mridini,   Goddesss Parvati,F
Mridu,   Gentle,F
Mridula,   Tendreness; Soft; An ideal woman,F
Mrigakshi,   One with deer- like beautiful eyes,F
Mrinal,   Lotus,F
Mrinali,   Lotus stem,F
Mrinalika,   Stem of lotus,F
Mrinalini,   Stem of lotus,F
Mrinmayee,   Deer's Eye,F
Mrinmayi,   Of the earth,F
Mrinmoyee,   Anything that is made out of mud,F
Mrishti,   Sweets,F
Mrithulika,   Soft,F
Mritsa,   Good Earth,F
Mrittika,   Mother Earth,F
Mrnalini,   A collection of lotuses,F
Mruda,   Parvati; Affectionate,F
Mrudani,   Another name for parvathi,F
Mrudu,   Soft,F
Mrudulla,   Delicate,F
Mruga,   A name of a bird,F
Mrugi,   Beautiful deer,F
Mrunali,   Lotus stalk,F
Mubarak,   Blessed,F
Mubinah,   Manifest; Clear; One who clarifies,F
Mudra,   Healing hand movement; Expression,F
Mudrika,   Ring,F
Mufeeda,   Useful,F
Mugdha,   Spellbound; Innocent; Innocent young Girl,F
Muhja,   Heart's blood; Soul,F
Mukta,   Liberated; Pearl,F
Mukti,   Freedom from life and death; Liberation,F
Mukul,   Bud,F
Mukula,   Bud,F
Mukulita,   Bud,F
Mullai,   Fower with lovely fragrance,F
Muna,   Wish; Desire,F
Muneera,   Illuminating; Shedding light,F
Muniya,   Name of a bird,F
Murshida,   True path,F
Musheera,   Giving counsel,F
Muskaan,   Smile; Happiness,F
Muskan,   Smile,F
Musu,   Beautiful,F
Muthammal,   Pure; Like a pearl,F
Mutholi,   Shines like a pearl,F
Muthu,   Pearl,F
Muthunagai,   Smiles like a pearl,F
Mysha,   Happy for Entire Life,F
Mythili,   Sita,F
Mythily,   Seeta,F
Mythri,   Friendship,F
Naamagal,   Magnificent Poetess; Orator,F
Naavarasi,   Magnificent Poetess; Orator,F
Naaz,   Pride,F
Nabah,   Nobel High; Sky,F
Nabanipa,   A new flower,F
Nabanita,   A new life,F
Nabeeha,   Intelligent,F
Nabeela,   Noble,F
Nabha,   Nobel High; Sky,F
Nabhanipa,   A new flower,F
Nabhanya,   Celestial,F
Nabhi,   Central,F
Nabhita,   Fearless,F
Nabhitha,   Fearless,F
Nabhya,   Central,F
Nachni,   Dancer; Suggestive look,F
Nada,   Generosity; Dew,F
Nadeeda,   Equal; Rival,F
Nadia,   Begining,F
Nadira,   Pinnacle,F
Nadwa,   Council,F
Naeema,   Blessing; Living an enjoyable life,F
Nafeesa,   Precious thing,F
Naganika,   Serpent maiden,F
Nagashree,   Snake Goddess,F
Nagina,   Jewel,F
Nagma,   Diamond,F
Naheem,   Praise Lord,F
Nahla,   A drink,F
Naidhrua,   Parvati; Almost perfect,F
Naija,   Daughter of wisdom,F
Naila,   Acquirer; Obtainer,F
Naima,   Belonging to one,F
Naimah,   Delight,F
Naina,   Name of a goddess,F
Naini,   A Girl with beautiful eyes,F
Nainika,   Pupil of the eye,F
Nairita,   Coming from the Southwest direction,F
Naisha,   Special,F
Naishada,   Poetry,F
Naishadha,   Poetry,F
Najaah,   Success,F
Najat,   Safety,F
Najeeba,   Of noble birth,F
Najiya,   Safe,F
Najla,   Of wide eyes,F
Najma,   Sorry,F
Najwa,   Confidential talk; Secret conversation,F
Najya,   Victorious,F
Nakshatra,   Pearl,F
Nakshita,   One with beautiful features,F
Nakti,   Night,F
Nakula,   Goddess parvati,F
Nalika,   Lotus,F
Nalina,   Lotus,F
Nalini,   Lotus,F
Namaha,   Respect; Pray,F
Naman,   Bow to God,F
Namana,   Bending,F
Nami,   One of Vishnu's Name,F
Namita,   Humble,F
Namrah,   Tigress,F
Namrata,   Modesty,F
Namuchi,   Politness,F
Namya,   To be bowed to,F
Nanaki,   Sister of Nanaka,F
Nancy,   God's flavour,F
Nanda,   Happiness; A daughter,F
Nandana,   Daughter,F
Nandi,   Goddess durga,F
Nandika,   Lakshmi,F
Nandini,   A holy cow; Bestower of joy; Ganga,F
Nandita,   Happy,F
Nangai,   Cultured lady,F
Nanma,   Goodness,F
Naomi,   Pleasantness,F
Narayani,   Goddess Lakshmi,F
Narayini,   Mother godess saraswathi and Lakshmi,F
Naresh,   King,F
Nargis,   Flower,F
Narmada,   One who arouses tender feelings in others; River Narmada,F
Narmeen,   A flower; Delicate,F
Narois,   Flower,F
Narpendyah,   Queen,F
Nartan,   Dance,F
Naseen,   Cool breeze,F
Nashely,   The one that is loved or loved one,F
Nashida,   Student,F
Nashita,   Energetic and full of life,F
Nasiha,   One who gives valuable advice,F
Nasika,   Nose,F
Nasira,   Victorious; Helper,F
Natali,   Princess,F
Natalie,   Christmas Day,F
Natasha,   Child of christmas,F
Natkuna,   With good character,F
Natun,   New,F
Nauka,   Boat,F
Nausheen,   Beuty,F
Navadurga,   All nine forms of Durga,F
Navami,   New,F
Navaneeta,   Butter,F
Navashree,   New,F
Navdha,   New,F
Navdisha,   New direction,F
Naveena,   New,F
Naveta,   New,F
Navi,   New,F
Navika,   New,F
Navistha,   Youngest,F
Navita,   New,F
Naviya,   New,F
Navneeta,   Butter like,F
Navya,   Worth praising,F
Nawal,   Gift,F
Nawar,   Flower,F
Nayana,   Eyes,F
Nayantara,   Iris,F
Naynika,   Eye,F
Nayonika,   One with expressive eye,F
Nazaaha,   Purity; Righteousness; Honesty,F
Nazarha,   A sight,F
Nazeeha,   Honest,F
Nazeera,   Like; Equal; Matching,F
Nazeeya,   Optimistic and full of hope,F
Nazia,   Princess; Queen,F
Nazima,   Song,F
Nazimah,   Poet,F
Nazma,   Star,F
Nazneen,   Delicate,F
Neeharika,   Dew drops,F
Neel,   Blue,F
Neela,   Blue colour,F
Neelabja,   Blue lotus,F
Neelaja,   River starting from blue mountain Neelparvat,F
Neelakshi,   Blue-eyed,F
Neelam,   Sapphire,F
Neelangini,   Wife of lord Shiva,F
Neelanjana,   Blue,F
Neelesh,   Lord Krishna; The moon,F
Neelima,   Blue sky,F
Neelkamal,   Blue lotus,F
Neelkamala,   Blue lotus,F
Neema,   Very brave,F
Neena,   New,F
Neepa,   Name of a flower,F
Neera,   Amrit; Pure Water,F
Neeraja,   Lotus; Goddess Lakshmi,F
Neerja,   Lotus flower,F
Neeru,   Light,F
Neesha,   Night,F
Neeta,   Upright,F
Neeti,   Good behaviour,F
Neha,   Love; Rain,F
Nehal,   Rainy; Handsome,F
Nehali,   Inocent,F
Neharika,   Dew Drops,F
Nelia,   Horn,F
Nelma,   Floor,F
Nerissa,   Expectant,F
Nesara,   Sun,F
Nesayem,   Flower,F
Netra,   Eyes,F
Netravati,   Beautifuleyed,F
Netri,   Beautiful eyes,F
Neville,   New town,F
Niamh,   Tradition,F
Nibaal,   Arrows,F
Nida,   Call,F
Nidhi,   Treasure; Wealth,F
Nidhipa,   Treasure,F
Nidhyana,   Intuition,F
Nidhyathi,   Meditation,F
Nidi,   Shine upon,F
Nidra,   Sleep,F
Nihara,   Waterfall,F
Niharika,   Nebula,F
Nihira,   Laxmi,F
Nihitha,   Ever living girl,F
Niju,   Pansophist,F
Nikara,   Collection,F
Nikhila,   Complete,F
Nikhita,   Sharp; The earth,F
Nikita,   Earth; Ganges,F
Nikitha,   The earth,F
Nikki,   Small,F
Nila,   Enchanting moon,F
Nilaa,   Moon,F
Nilakshi,   Blue-eyed,F
Nilambari,   Clothed in blue,F
Nilani,   Enchanting Moon,F
Nilanjana,   One with blue eyes,F
Nilanshi,   Part of lord shiva; Blue ansh,F
Nilaruna,   The first light of the dawn,F
Nilasha,   Blueness,F
Nilashri,   Blue Beauty,F
Nilavoli,   Ray of light from the moon,F
Nilaya,   Home,F
Nileen,   Surrendered,F
Nilima,   Blue,F
Nilini,   Perpetuator of the Kuru race,F
Niloufer,   A celestial,F
Nilshikha,   Blue mountain's top,F
Nilutha,   Providing water,F
Nima,   The mother of Kabir; To adjust,F
Nimaat,   Blessings; Loans,F
Nimeesha,   Split second,F
Nimisha,   Twinkling of an eye,F
Nimita,   Fixed,F
Nina,   Lovely-eyed,F
Ninarika,   Misty,F
Ninni,   Sweet,F
Nipa,   One who watches over,F
Nipuna,   Perfect,F
Niraimadhi,   Full moon,F
Niral,   Calm,F
Nirali,   Different,F
Niramayee,   Pure; Clean; Spotless,F
Niranjana,   Name of a river; Goddess Durga; The night of the full moon,F
Nireeksha,   Hope; Expectation,F
Nirja,   Goddess Laxmi,F
Nirjara,   Young; Not becoming old,F
Nirjhara,   Immortal,F
Nirmala,   Clean; Virtuous,F
Nirmayi,   Without blemish,F
Nirmita,   Created,F
Nirmitha,   Created,F
Nirmiti,   New construction,F
Nirosha,   Pious,F
Nirupa,   A decree; Command,F
Nirupama,   Unique; Uncomparable,F
Nirvana,   Deep silence; Ultimate bliss,F
Niryuha,   Prominence; Chaplet; Crest,F
Nisarga,   Nature,F
Nisha,   Night,F
Nishadee,   Night,F
Nishi,   Alert,F
Nishika,   Honest; Night,F
Nishila,   Queen of nights,F
Nishita,   Alert,F
Nishithini,   Night,F
Nishka,   Honest,F
Nishla,   Faithfull,F
Nishna,   Professionally skilled,F
Nishtha,   Faith; Devotion,F
Nistha,   Firmness,F
Nita,   Moral,F
Nitara,   Deep rooted,F
Nitha,   Carried; Red,F
Nithilam,   Pure like the pearl,F
Nithya,   Eternal,F
Niti,   Morality,F
Nitika,   Niti means Policy,F
Nitima,   Girl of principles,F
Nitya,   Goddess Parvati; Constant,F
Nityapriya,   Ever pleasing,F
Nityasha,   Eternal hope,F
Nityasree,   With eternal beauty,F
Nityasri,   With eternal beauty,F
Niva,   Sun,F
Nivathi,   Gods gift; Sun's hot fire,F
Nivedita,   One dedicated to service; Surrendered,F
Niveditha,   Offered to God,F
Niverta,   Bliss,F
Nivriti,   Bliss,F
Nivritti,   Nonattachment,F
Nivya,   Freshness,F
Niyathi,   Fate; Fortune,F
Niyati,   Fate; Fortune; Supreme power,F
Nona,   Ninth,F
Noopur,   Anklet,F
Noor,   Light,F
Noorien,   Light,F
Noorisha,   Lightness,F
Noorjehan,   Light of the world,F
Noshi,   Sweet,F
Nouf,   Highest point on a mountain,F
Nritya,   Dance,F
Nudhar,   Gold,F
Nuha,   Intrelligence; Mind,F
Nupoor,   Anklet,F
Nupur,   Payal,F
Nupura,   Anklet,F
Nurjahan,   Light of the world,F
Nusayba,   Proper name,F
Nusrat,   Help,F
Nutan,   New,F
Nuti,   Worship; Praise; Reverence,F
Nuzha,   Pleasure trip; Excursion spot,F
Nyneishia,   Indian princess,F
Odathi,   Refreshing,F
Odithi,   Dawn,F
Oditi,   Dawn,F
Oindrila,   Another name for the wife of Indra,F
Oja,   Vitality,F
Ojal,   Splendour; Vision,F
Ojasvi,   Bright,F
Ojaswini,   Lustrous,F
Ojeeta,   Born in the month of falgun,F
Olena,   Light,F
Olichudar,   Brilliant,F
Olikodi,   Brilliant,F
Olimani,   Brilliant,F
Olivie,   Peace of a tree,F
Oliyarasi,   Brilliant,F
Oma,   Life giver,F
Omaira,   Star,F
Omaja,   Result of spiritual unity,F
Omala,   Earth,F
Omana,   A woman,F
Omisha,   Goddess of birth and death,F
Omkari,   Omkari,F
Omvati,   Sacred; Having the power of Om,F
Onella,   Light,F
Oni,   Shelter,F
Oorja,   The energy,F
Oparna,   Parvathi,F
Oppilaa,   Unique,F
Orla,   Golden princess,F
Orpita,   Offering,F
Osheen,   Bright,F
Oshma,   Summer season,F
Ovi,   Pretty,F
Ovia,   Painting,F
Oviya,   Artist; Beautiful drawing,F
OviyaKodi,   Vine in a Beautiful Art,F
Oviyam,   Beautiful Art,F
Paadini,   Pleasing Song,F
Paavai,   Beautiful Girl,F
Padma,   Goddess Lakshmi; Lotus,F
Padmagriha,   Who resides in a lotus,F
Padmaja,   Lakshmi,F
Padmajai,   Born from lotus; Lakshmi,F
Padmakali,   Lotus bud,F
Padmakshi,   One with lotus-like eyes,F
Padmal,   Lotus,F
Padmalaya,   Lake of lotuses,F
Padmapriya,   Lover of Lotus,F
Padmarekha,   Lotus- like lines on palm,F
Padmaroopa,   Like a lotus,F
Padmashri,   Divine lotus,F
Padmavasa,   One who resided in lotus,F
Padmavati,   Goddess Lakshmi,F
Padmini,   Lotus pond,F
Padminika,   Collection of lotus,F
Padnuni,   Lotus,F
Pahal,   The start,F
Pakhi,   Bird,F
Pakshalika,   On The Right Path,F
Pakshi,   Bird,F
Pal,   Moment,F
Palak,   Eye lid,F
Palaka,   A hope of moment,F
Palaksi,   White,F
Palakvi,   Cute,F
Palcheen,   Past happy moments,F
Pallavi,   New leaves,F
Pallavini,   With new leaves,F
Paloma,   White dove,F
Paman,   Wind and light,F
Pameela,   Honey,F
Pamela,   Honey,F
Pammi,   Loveable,F
Pampa,   River,F
Panchali,   Draupadi's name,F
Panchami,   Goddress Parvathi,F
Panchi,   Bird,F
Panini,   Skilful,F
Panita,   Admired,F
Pankaja,   Lotus,F
Pankajali,   Sincere,F
Pankhadi,   Petal,F
Pankhdi,   Flower Petal,F
Pankti,   Sentence,F
Panna,   Emerald,F
Panya,   Admired; Glorious; Eexcellent,F
Papiha,   A sweet singing bird,F
Parajika,   A raagini,F
Parama,   The best,F
Paramita,   Wisdom,F
Paravi,   Bird,F
Parbarti,   Surrender,F
Pareen,   Angel; Fairy,F
Pari,   Beauty; Fairy,F
Paridhi,   Realm,F
Parimala,   Fragnance,F
Parina,   Fairy,F
Parineeta,   Married woman,F
Parinita,   Expert,F
Parishi,   Like a fairy,F
Parita,   In each ditection,F
Parivita,   Extermely free,F
Pariyat,   Flower,F
Parmita,   Wisdom,F
Parnal,   Leafy,F
Parnashri,   Leafy beauty,F
Parnavi,   Bird,F
Parni,   Leafy,F
Parnik,   Creeper,F
Parnika,   A small leaf; Parvati,F
Parnita,   Auspicious Apsara,F
Paromita,   Person having selectivity,F
Parthavi,   Goddess Sita,F
Parthi,   Queen,F
Parthivi,   Sita,F
Parul,   Name of a flower,F
Parvani,   Full moon; A festival or a special day,F
Parvati,   Durga,F
Parveen,   Star,F
Parveeni,   Star,F
Parvini,   Festival,F
Pasha,   Bond,F
Pashmina,   Showl,F
Pashupriya,   Fond of all beings,F
Patala,   Durga,F
Patmanjari,   A raga,F
Patralekha,   A name from ancient epics,F
Pauravi,   Horizon on east and west,F
Pavaki,   Goddess Saraswati,F
Pavana,   Holy; Sacred,F
Pavani,   Hanuman,F
Paveena,   Freshness; Purity,F
Pavi,   Lightning,F
Pavitra,   Pure,F
Payal,   Foot ornament,F
Payas,   Precious,F
Payoja,   Lotus,F
Peaches,   Sweet,F
Pearl,   Moti,F
Peehu,   A bird,F
Pehr,   Phase; Time of day,F
Pepita,   From Josephine,F
Pernita,   Answered prayer,F
Petal,   Petal,F
Phalguni,   Born in Falgun; A Hindu month,F
Phiroza,   Turquoise,F
Phoolan,   Flowering,F
Phoolwati,   Delicated as a flower,F
Pia,   Beloved,F
Pihu,   Sound,F
Piki,   Cuckoo,F
Pinakini,   Bowshaped,F
Pinga,   Durga,F
Pingala,   Lakshmi,F
Pingla,   Goddess Durga,F
Pival,   A tree,F
Pivari,   Wife of Sukha,F
Piyali,   A tree,F
Piyusha,   The food of the Gods; Nec,F
Plaksha,   Sarswati,F
Pooja,   Worship,F
Poonam,   Full moon; Merit,F
Poorbi,   Eastern,F
Poorna,   Complete,F
Poornima,   Full moon,F
Poorti,   Completion,F
Poorva,   Earlier one; Elder; East,F
Poorvaja,   Elder sister,F
Poorvi,   A classical melody,F
Popat,   Parrot,F
Poshika,   The one who's brought up in flowers,F
Poulomi,   Indra's second wife,F
Poushali,   Of the month Poush,F
Poyesi,   Poetry,F
Prabha,   Light; Glow; Shine,F
Prabhada,   Lady,F
Prabhati,   Of the morning,F
Prabhavati,   A raagini; Wife of Sun,F
Pracheeta,   Origin; Starting point,F
Prachi,   Morning; East,F
Prachita,   Pure; Intelligent; The soul,F
Pradatta,   Gift of god,F
Pradeepa,   Pretty,F
Pradeepta,   Glowing,F
Pradnaya,   Knowledge,F
Pradnya,   Wisdom; Buddhi,F
Prafula,   In bloom,F
Pragalbha,   Goddess Durga,F
Pragathi,   Progress,F
Pragati,   Progress,F
Pragna,   Knowledge,F
Pragnya,   Scholar,F
Pragun,   Straight; Honest,F
Pragya,   Wisdom,F
Pragyawati,   A wise woman,F
Praharsha,   Always cheerful,F
Prajakta,   Fragnant flower,F
Prajna,   Goddess Saraswati,F
Prajusha,   Morning,F
Prakalp,   Project,F
Prakalpa,   Project,F
Prakhya,   Appearance,F
Prakriti,   Nature; Beautiful,F
Prakruthi,   Weather,F
Prakruti,   Nature,F
Prama,   Knowledge of truth,F
Pramada,   Woman,F
Pramila,   One of Arjuna's wives,F
Pramiti,   Knowledge of truth,F
Pramodini,   The won who gives joy,F
Pranali,   Organisation,F
Pranati,   Prayer,F
Pranauthi,   'Lamp' in Kannada Language,F
Pranavi,   Goddess Parvathi,F
Pranaya,   Leader,F
Praneeta,   Led forward; Conducted; Advanced; Promoted,F
Pranidhi,   Spy,F
Pranita,   Promoted,F
Pranjal,   Honest and Dignified,F
Pranshi,   Devi Laxmi,F
Pranusha,   Brightness of the rising sun,F
Pranvuta,   Praised,F
Prapti,   Gain,F
Prarthana,   Prayer,F
Prasana,   Rising,F
Prasanna,   Pleasing,F
Prashamsa,   Praise,F
Prashansa,   Prasie,F
Prashanthi,   Highest peace,F
Prashanti,   Peace,F
Prasheetha,   Origin; Starting point,F
Prasheila,   Ancient time,F
Prashvita,   Parvati; Lord Shiva's wife,F
Prassana,   Pleasing; Propitiating,F
Prateeksha,   Wait,F
Prathana,   Prayer,F
Pratheeba,   Light,F
Pratheeka,   Symbol; Beautiful,F
Prathigna,   Chalenge,F
Prathna,   Prayer,F
Prathvi,   Earth,F
Prathysha,   Early morning; From Sanskrit word Prathyusham,F
Pratibha,   Talent,F
Pratichi,   West,F
Pratigna,   Trust; Pledge; Vow,F
Pratigya,   Pledge; Vow,F
Pratika,   Symbolic,F
Pratiksha,   Awaiting,F
Pratima,   Icon; Idol; Statue; Image,F
Pratishtha,   Preeminence,F
Pratitha,   Well known,F
Pratiti,   Faith,F
Pratyusha,   Early Morning,F
Pravallika,   Flower,F
Praveena,   Skilled,F
Pravesha,   To enter,F
Prayerna,   Bhakti; Worship,F
Prayuta,   Mingled with,F
Prbhavati,   A raagini; Wife of Sun,F
Preet,   Love,F
Preetha,   Happy,F
Preeti,   Love,F
Preksha,   Beholding; Viewing,F
Prem,   Love,F
Prema,   Love,F
Premala,   Loving,F
Premila,   Queen of a women's kingdom,F
Prenika,   Girl with inspiration,F
Prerana,   Inspiration,F
Prerena,   Direction; Command,F
Prerita,   To inspire,F
Prerna,   Inspiration,F
Preshti,   Ray of Light,F
Prestha,   Dearest,F
Preyasi,   Beloved,F
Prianka,   Favourite,F
Pridhi,   Circumference,F
Prina,   Content,F
Prinaka,   Girl who brings heaven to earth,F
Prini,   Goddess of flowers,F
Prinsi,   Princess,F
Prisha,   Beloved; Loving; God's gift,F
Prita,   Dear one,F
Prital,   Loved one,F
Pritha,   Kunti; Mother of Pandavas,F
Prithika,   Flower,F
Prithuloma,   Fish; Pisces -zodiac sign,F
Priti,   Love,F
Pritika,   Dear one,F
Pritikana,   An atom of love,F
Pritilata,   A creeper of love,F
Pritisha,   Goddess of love; Durga,F
Prity,   Beautiful,F
Privrata,   Son of Satarupa,F
Priya,   Loved one; Darling,F
Priyadarshini,   Delightful to look at,F
Priyadutta,   Earth,F
Priyakshi,   Beautiful Eyes,F
Priyal,   Beloved,F
Priyala,   One who gives love,F
Priyam,   Beloved,F
Priyamvada,   Sweet spoken,F
Priyanka,   Beautiful or lovable act; Symbol or body,F
Priyanshi,   Lovable,F
Priyanvada,   One who speaks nicely,F
Priyasha,   Dear one,F
Profulla,   Lotus,F
Progya,   Prowess,F
Promita,   Idol,F
Prutha,   Daughter of earth,F
Puja,   Worship,F
Puji,   Gentle,F
Pujita,   Worshipped,F
Pujya,   Respectable,F
Pulak,   Gem,F
Puloma,   Wife of the sage Bhrigu,F
Punam,   Full moon,F
Punarnava,   A star,F
Puneet,   Pure,F
Punima,   Full moon,F
Punita,   Pure; Holy,F
Punkhudi,   Petals,F
Punom,   Full moon,F
Punthali,   A doll,F
Punya,   Virtuous,F
Purala,   Durga,F
Purandhri,   Same as Gayatri,F
Puravi,   A rage,F
Purna,   Complete; Abundant,F
Purnima,   Full moon,F
Purva,   East; Elder,F
Purvaja,   Elder sister,F
Purvi,   From the east,F
Purvika,   Orient; Formerly,F
Pusha,   Nourishing,F
Pushkarini,   Lake having lotus flowers,F
Pushpa,   Flower,F
Pushpalata,   Flower creeper,F
Pushpita,   Decorated with flowers,F
Pushtika,   Well nourished girl,F
Pusti,   Nourishment; Endorsement,F
Putana,   Blowing Hard,F
Putul,   Doll,F
Pyas,   Thirsty,F
Quasar,   Meteor,F
Qubilah,   Concord,F
Quentin,   Old English for 'from the Queen's land',F
Quetzali,   Hyper,F
Raadhiya,   Lover of Krishna; Satisfied,F
Raahi,   Good companion,F
Raaida,   Leader,F
Raaisha,   Leader; Godess,F
Raaka,   Full moon,F
Raakhi,   Symbol of protection; Full moon in the Sravan month,F
Raavi,   A River,F
Raawiya,   Transmitter,F
Rabab,   White cloud,F
Rabani,   Divine,F
Rabeea,   Garden,F
Rabhya,   Worshipped,F
Rabia,   Famous; Godly,F
Rachael,   Ewe,F
Rachana,   Creation,F
Rachel,   Lamb; Female; Gental,F
Rachi,   Lamb,F
Rachita,   Creater,F
Rachitha,   Created,F
Rachna,   Construction; Arrangement,F
Radha,   Krishna's lover; Prosperity,F
Radhana,   Speech,F
Radhani,   Worship,F
Radhika,   Radha; Lover of Krishna,F
Radhiyaa,   Content; Satisfied,F
Radhwa,   Name of mountain in Medina,F
